dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat
1.502576,tcp,ftp-data,FIN,6,8,320,1930,8.651809,31,29,1421.558716,8992.556641,1,2,300.441,214.588141,0.00045599999999999997,0.000166,53,241,0,0,2,6,1,1,2,0,0,0,4,1,0,Normal
13.84239,tcp,-,REQ,10,0,450,0,0.650177,254,0,234.063629,0.0,9,0,1538.043375,0.0,0.0,0.0,45,0,0,0,27,12,2,2,26,0,0,0,13,26,0,Normal
0.01904,tcp,-,FIN,48,50,2958,32368,5094.537897,31,29,1217226.875,13328151.0,7,18,0.398106,0.37604099999999996,0.000603,0.000151,62,647,0,0,9,3,1,1,1,0,0,0,2,15,0,Normal
0.157358,tcp,-,FIN,22,24,1920,4312,285.972104,31,29,93188.77344,210119.5938,6,6,7.476095,6.818044,0.000535,9.8e-05,87,180,0,0,11,1,1,1,1,0,0,0,4,5,0,Normal
1.1e-05,udp,-,INT,2,0,818,0,90909.0902,254,0,297454528.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,409,0,0,0,3,3,1,1,3,0,0,0,2,4,0,Normal
5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,52,0,0,0,6,1,1,1,3,0,0,0,2,3,0,Normal
17.409525,tcp,-,REQ,4,0,180,0,0.172319,254,0,62.03500699999999,0.0,3,0,5803.1745,0.0,0.0,0.0,45,0,0,0,49,3,1,1,48,0,0,0,3,48,0,Normal
1.1649120000000002,tcp,-,FIN,14,18,1684,10168,26.611453000000004,31,29,10740.72559,65955.19531,3,5,89.582695,68.490706,0.000566,0.0009689999999999999,120,565,0,0,9,1,2,1,1,0,0,0,2,10,0,Normal
0.001016,udp,-,CON,2,2,146,178,2952.755752,31,29,574803.125,700787.375,0,0,0.006999999999999999,0.005,0.0,0.0,73,89,0,0,7,2,1,1,1,0,0,0,1,6,0,Normal
0.881909,tcp,http,FIN,10,8,818,1110,19.276365,62,252,6685.49707,8817.236328,2,2,97.989889,107.29314099999999,0.111265,0.064873,82,139,1,136,3,3,2,2,4,0,0,4,3,3,0,Normal
0.536017,tcp,-,FIN,10,6,534,268,27.984187,254,252,7178.876953,3343.17749,2,1,57.580778,81.704797,0.12749000000000002,0.137004,53,45,0,0,6,1,1,1,5,0,0,0,1,5,0,Normal
0.22278299999999998,tcp,ftp-data,FIN,8,12,424,8824,85.284784,31,29,13322.38086,290471.0,1,4,31.777286,20.212545000000002,0.000442,0.000117,53,735,0,0,1,2,1,1,1,0,0,0,2,1,0,Normal
0.10766600000000001,tcp,-,FIN,90,164,5592,192828,2349.859736,31,29,410900.375,14240559.0,10,71,1.206146,0.657558,0.00047699999999999994,0.000133,62,1176,0,0,10,7,6,1,6,0,0,0,10,10,0,Normal
0.582762,tcp,-,FIN,10,6,484,268,25.739496,254,252,5985.290527,3075.011719,2,1,62.550111,107.27479699999999,0.046380000000000005,0.031925,48,45,0,0,6,1,1,1,6,0,0,0,1,6,0,Normal
0.931847,tcp,-,CON,6,2,998,86,7.511963000000001,62,252,7142.803711,369.159332,2,1,186.3694,0.006999999999999999,0.7200439999999999,0.162673,166,43,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
1.334726,tcp,-,FIN,10,8,558,354,12.736697,254,252,3014.8510739999997,1858.059326,2,1,141.25966699999998,161.71,0.202754,0.129901,56,44,0,0,7,1,1,1,1,0,0,0,3,1,0,Normal
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60001.376,0.0,0.0,0.0,46,0,0,0,1,1,1,1,1,0,0,0,1,1,1,Normal
0.00124,udp,dns,CON,2,2,146,178,2419.3548149999997,31,29,470967.75,574193.5625,0,0,0.011000000000000001,0.009000000000000001,0.0,0.0,73,89,0,0,2,2,1,1,1,0,0,0,4,2,0,Normal
0.001027,udp,dns,CON,2,2,130,162,2921.129446,31,29,506329.0938,630963.9375,0,0,0.006999999999999999,0.005,0.0,0.0,65,81,0,0,4,2,2,1,1,0,0,0,8,2,0,Normal
0.004894,tcp,-,FIN,18,18,3672,2456,7151.614203,31,29,5668982.5,3792398.75,7,7,0.268941,0.254765,0.000559,0.000135,204,136,0,0,5,6,1,1,3,0,0,0,5,8,0,Normal
0.001093,udp,dns,CON,2,2,132,164,2744.739106,31,29,483074.0938,600182.9375,0,0,0.011000000000000001,0.008,0.0,0.0,66,82,0,0,3,5,2,1,2,0,0,0,11,2,0,Normal
1.069867,tcp,-,FIN,14,18,1684,10168,28.975564000000002,31,29,11694.91113,71814.53125,3,5,82.268615,62.900293999999995,0.000558,0.00013700000000000002,120,565,0,0,7,6,1,1,2,0,0,0,4,12,0,Normal
0.034855000000000004,tcp,-,FIN,44,46,2766,24004,2553.435613,31,29,620628.3125,5389872.0,7,16,0.8032560000000001,0.7626,0.000534,0.000148,63,522,0,0,6,2,1,1,1,0,0,0,2,10,0,Normal
1.972273,tcp,-,FIN,112,22,135649,956,67.434884,254,252,545311.9375,3703.3413090000004,53,1,17.428391,88.404,0.11578800000000002,0.064375,1211,43,0,0,3,1,1,1,2,0,0,0,1,2,0,Normal
0.004804999999999999,tcp,-,FIN,18,18,4360,2456,7284.079034,31,29,6856191.5,3862643.0,7,7,0.26564699999999997,0.25264699999999995,0.000505,0.000149,242,136,0,0,6,6,1,1,3,0,0,0,3,11,0,Normal
0.723241,tcp,-,FIN,42,34,3022,17186,103.699877,31,29,32641.95508,184513.8906,8,11,17.640025,21.892757999999997,0.0006519999999999999,0.000155,72,505,0,0,3,4,1,1,2,0,0,0,5,7,0,Normal
0.000982,udp,dns,CON,2,2,130,162,3054.989733,31,29,529531.5625,659877.8125,0,0,0.002,0.006999999999999999,0.0,0.0,65,81,0,0,2,2,1,1,1,0,0,0,1,2,0,Normal
0.00386,tcp,ftp-data,FIN,6,8,320,1890,3367.8755990000004,31,29,553367.875,3427979.25,1,2,0.7074,0.48100000000000004,0.000489,0.000134,53,236,0,0,3,5,1,1,3,0,0,0,4,5,0,Normal
0.09498,tcp,-,FIN,48,50,2958,32368,1021.26762,31,29,244009.2656,2671804.5,7,18,2.01417,1.926857,0.000556,0.000136,62,647,0,0,5,4,1,1,2,0,0,0,3,11,0,Normal
0.016849,tcp,ssh,FIN,70,62,12472,12820,7774.942129999999,31,29,5837260.5,5989198.0,17,17,0.24418800000000002,0.26359,0.000627,0.00016,178,207,0,0,2,2,1,1,1,0,0,0,8,1,0,Normal
0.001179,udp,dns,CON,2,2,146,178,2544.5292329999997,31,29,495335.0313,603901.625,0,0,0.002,0.001,0.0,0.0,73,89,0,0,2,1,1,1,1,0,0,0,3,1,0,Normal
1.376158,tcp,http,FIN,14,18,1684,10168,22.526483,31,29,9091.979492,55830.796879999994,3,5,105.830767,80.922706,0.000465,0.000132,120,565,1,3924,1,3,1,1,1,0,0,1,2,3,0,Normal
14.606152,tcp,-,REQ,8,0,360,0,0.47925,254,0,172.530045,0.0,7,0,2086.593125,0.0,0.0,0.0,45,0,0,0,33,27,2,2,32,0,0,0,27,32,0,Normal
1.1653200000000001,tcp,-,FIN,10,6,574,268,12.872,254,252,3549.2395020000004,1537.775024,2,1,126.84233300000001,193.993,0.195351,0.05221699999999999,57,45,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
0.592256,tcp,-,FIN,10,6,2516,268,25.326885,254,252,30594.87695,3025.7185059999997,2,1,63.183443999999994,100.935,0.087573,0.026436,252,45,0,0,2,1,1,1,2,0,0,0,19,2,0,Normal
0.001217,udp,dns,CON,2,2,146,178,2465.078155,31,29,479868.5625,585045.1875,0,0,0.01,0.009000000000000001,0.0,0.0,73,89,0,0,3,4,3,1,2,0,0,0,5,4,0,Normal
0.0011619999999999998,udp,dns,CON,2,2,146,178,2581.755593,31,29,502581.75,612736.6875,0,0,0.011000000000000001,0.009000000000000001,0.0,0.0,73,89,0,0,1,2,1,1,1,0,0,0,2,4,0,Normal
0.267468,tcp,-,CON,6,2,978,86,26.171355,62,252,24376.74805,1286.135132,2,1,53.4936,0.006,0.125024,0.10726,163,43,0,0,6,3,3,1,6,0,0,0,3,6,0,Normal
0.014735,tcp,-,FIN,16,18,1540,1644,2239.5656280000003,31,29,783983.6875,843162.5,4,4,0.9606,0.839471,0.00046100000000000004,9.8e-05,96,91,0,0,4,3,3,1,1,0,0,0,5,3,0,Normal
0.74107,tcp,-,FIN,12,8,1142,758,25.638605,254,252,11302.57617,7168.01416,3,2,61.670908,94.105711,0.082329,0.05915,95,95,0,0,4,1,1,1,2,0,0,0,1,2,0,Normal
2.703273,tcp,-,FIN,10,8,530,354,6.288673,254,252,1411.62207,917.406372,2,1,297.45322200000004,365.023844,0.148097,0.113801,53,44,0,0,1,1,1,1,1,0,0,0,2,1,0,Normal
0.07996,tcp,-,FIN,22,14,1470,1728,437.71884000000006,31,29,140470.2344,160580.2813,5,4,3.8076190000000003,6.094539,0.000598,0.000177,67,123,0,0,7,3,1,1,2,0,0,0,5,4,0,Normal
0.5210670000000001,tcp,http,FIN,10,8,818,1084,32.625361,62,252,11315.24316,14570.10254,2,2,57.896333,56.91056999999999,0.07921399999999999,0.0945,82,136,1,135,4,1,1,1,4,0,0,1,1,4,0,Normal
0.048649,tcp,-,FIN,86,86,4966,79882,3514.9747479999996,31,29,807252.0,12983453.0,7,36,0.568588,0.5656939999999999,0.0005610000000000001,0.00021600000000000002,58,929,0,0,7,2,1,1,1,0,0,0,7,2,0,Normal
0.47011499999999995,tcp,-,CON,6,2,998,86,14.889973999999999,62,252,14158.237309999999,731.73584,2,1,94.023,0.002,0.275895,0.06286599999999999,166,43,0,0,3,2,2,1,3,0,0,0,2,3,0,Normal
0.6678729999999999,tcp,smtp,FIN,52,42,37268,3380,139.248025,31,29,437831.7188,39528.47266,18,8,13.087784,16.277414999999998,0.000495,0.0012,717,80,0,0,1,2,1,1,1,0,0,0,5,2,0,Normal
0.001047,udp,dns,CON,2,2,146,178,2865.329359,31,29,557784.125,680038.1875,0,0,0.011000000000000001,0.009000000000000001,0.0,0.0,73,89,0,0,3,4,1,1,2,0,0,0,2,7,0,Normal
0.478918,tcp,-,FIN,16,18,1540,1644,68.905326,31,29,24121.04102,25941.81055,4,4,31.906135,28.136705,0.000587,0.000143,96,91,0,0,12,7,5,1,5,0,0,0,11,7,0,Normal
8e-06,udp,-,INT,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,532,0,0,0,22,9,9,1,22,0,0,0,9,22,0,Normal
3.034887,tcp,-,FIN,16,10,5240,810,8.237539,254,252,12950.72852,1921.653076,4,2,200.965597,330.557344,0.059865999999999996,0.074963,328,81,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
0.256175,tcp,ftp-data,FIN,14,6,8928,320,74.16804599999999,31,29,258916.75,8338.049805,4,1,19.705769,51.093398,0.0005679999999999999,0.00014099999999999998,638,53,0,0,3,6,1,1,4,0,0,0,12,5,0,Normal
0.018921,tcp,-,FIN,16,18,1540,1644,1744.0937829999998,31,29,610538.5,656624.875,4,4,1.239133,1.085941,0.00045700000000000005,0.000121,96,91,0,0,18,10,12,1,9,0,0,0,18,12,0,Normal
0.22246799999999997,tcp,ftp-data,FIN,8,12,424,8824,85.40554,31,29,13341.24414,290882.2813,1,4,31.732144,20.175727,0.000531,0.000147,53,735,0,0,3,4,1,1,2,0,0,0,3,4,0,Normal
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009000000000000001,0.0,0.0,0.0,45,0,0,0,8,2,1,1,6,0,0,0,3,6,0,Normal
0.45642299999999997,tcp,-,FIN,10,6,604,268,32.86425,254,252,9535.014648,3926.1823729999996,2,1,50.713667,64.753801,0.107349,0.036726999999999996,60,45,0,0,8,2,2,1,8,0,0,0,2,8,0,Normal
0.451931,tcp,-,CON,6,2,998,86,15.48909,62,252,14727.91211,761.178162,2,1,90.3862,0.008,0.321652,0.053345000000000004,166,43,0,0,4,2,2,1,4,0,0,0,2,4,0,Normal
0.022596,tcp,smtp,FIN,52,42,37268,3380,4115.772746,31,29,12941052.0,1168348.375,18,8,0.43607799999999997,0.537902,0.000537,0.000126,717,80,0,0,2,3,2,1,1,0,0,0,4,1,0,Normal
0.535033,tcp,-,FIN,202,396,11722,495632,1115.81905,31,29,174404.2031,7392157.5,19,178,2.660099,1.353076,0.0005639999999999999,0.000147,58,1252,0,0,14,2,1,1,1,0,0,0,7,11,0,Normal
0.0010689999999999999,udp,-,CON,2,2,146,178,2806.361109,31,29,546304.9375,666043.0625,0,0,0.012,0.009000000000000001,0.0,0.0,73,89,0,0,11,3,1,1,1,0,0,0,1,12,0,Normal
0.016876,tcp,-,FIN,46,48,2854,30622,5510.784249,31,29,1323536.25,14214268.0,7,17,0.366978,0.347596,0.000535,0.00015800000000000002,62,638,0,0,6,2,1,1,2,0,0,0,7,4,0,Normal
0.665871,tcp,-,FIN,10,8,490,354,25.53047,254,252,5298.323242,3724.445068,2,1,70.071889,88.824141,0.044099,0.044331999999999996,49,44,0,0,10,2,2,1,9,0,0,0,2,10,0,Normal
0.386465,tcp,-,FIN,10,6,1612,268,38.813345,254,252,30036.35352,4636.900879,2,1,40.664667,63.416602000000005,0.069378,0.058332,161,45,0,0,7,2,2,1,7,0,0,0,2,8,0,Normal
0.0,arp,-,CON,2,2,56,92,0.08655299999999999,0,0,6.462646,10.617205,0,0,34660.564,34660.564,0.0,0.0,28,46,0,0,2,2,2,2,2,0,0,0,2,2,0,Normal
5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,52,0,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
1.534252,tcp,-,FIN,10,8,534,354,11.080318,254,252,2508.0625,1616.422852,2,1,170.472444,203.246859,0.083872,0.076231,53,44,0,0,4,1,1,1,1,0,0,0,2,1,0,Normal
0.017721999999999998,tcp,-,FIN,38,40,2438,20718,4344.882206,31,29,1071662.375,9119061.0,7,13,0.470351,0.438641,0.000604,0.000125,64,518,0,0,2,2,1,1,2,0,0,0,4,3,0,Normal
0.709562,tcp,-,FIN,10,6,572,268,21.139802,254,252,5806.398926,2525.501709,2,1,75.729667,118.979,0.11466400000000002,0.064452,57,45,0,0,4,1,1,1,4,0,0,0,1,5,0,Normal
1.4999999999999999e-05,udp,-,INT,2,0,1066,0,66666.66835,254,0,284266688.0,0.0,0,0,0.015,0.0,0.0,0.0,533,0,0,0,36,7,7,1,35,0,0,0,7,35,0,Normal
1.099597,tcp,-,FIN,28,30,4752,3080,51.837174,31,29,33343.125,21666.11914,7,7,40.713371,37.896414,0.000595,0.000156,170,103,0,0,10,2,1,1,1,0,0,0,3,3,0,Normal
0.263131,tcp,-,CON,6,2,978,86,26.60272,62,252,24778.5332,1307.333618,2,1,52.6262,0.006,0.095317,0.057198,163,43,0,0,7,5,5,1,7,0,0,0,5,7,0,Normal
0.528668,tcp,-,FIN,10,6,2516,268,28.373195000000003,254,252,34274.82031,3389.6511229999996,2,1,55.404332999999994,89.730602,0.080011,0.065023,252,45,0,0,10,1,1,1,2,0,0,0,14,2,0,Normal
0.106887,tcp,-,FIN,96,98,5486,92746,1805.6452510000001,31,29,406335.6563,6870807.5,7,42,1.1335,1.10775,0.00054,0.000135,57,946,0,0,5,5,1,1,2,0,0,0,5,6,0,Normal
0.001129,udp,dns,CON,2,2,146,178,2657.21882,31,29,517271.9375,630646.625,0,0,0.011000000000000001,0.008,0.0,0.0,73,89,0,0,2,3,2,1,1,0,0,0,6,4,0,Normal
0.035220999999999995,tcp,-,FIN,18,20,4232,2560,1050.509661,31,29,907867.5,552397.75,7,7,2.051941,1.825579,0.000531,0.000132,235,128,0,0,9,4,1,1,3,0,0,0,6,12,0,Normal
7.861438000000001,tcp,-,REQ,4,0,180,0,0.38161,254,0,137.379456,0.0,3,0,2620.47925,0.0,0.0,0.0,45,0,0,0,23,17,2,2,20,0,0,0,18,20,0,Normal
5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,52,0,0,0,5,1,1,1,5,0,0,0,1,6,0,Normal
1e-05,udp,-,INT,2,0,832,0,100000.0025,254,0,332800000.0,0.0,0,0,0.01,0.0,0.0,0.0,416,0,0,0,11,3,3,1,11,0,0,0,3,11,0,Normal
1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,532,0,0,0,4,5,2,2,4,0,0,0,2,7,0,Normal
0.239321,tcp,-,CON,6,2,1012,86,29.249419,62,252,28213.1543,1437.400024,2,1,47.8642,0.003,0.11904200000000001,0.080262,169,43,0,0,2,2,2,1,2,0,0,0,2,2,0,Normal
1.094093,tcp,http,FIN,12,18,1580,10168,26.505974,31,29,10595.07813,70224.38281,3,5,99.43027099999999,64.330058,0.000478,0.00013000000000000002,132,565,1,3924,1,3,1,1,2,0,0,1,4,2,0,Normal
0.130639,tcp,-,CON,6,2,998,86,53.582772999999996,62,252,50949.5625,2633.2104489999997,2,1,26.1278,0.008,0.089613,0.028258,166,43,0,0,8,4,4,1,8,0,0,0,4,8,0,Normal
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,52,0,0,0,10,1,1,1,5,0,0,0,1,5,0,Normal
0.020909,tcp,-,FIN,16,18,1540,1644,1578.267717,31,29,552489.375,594193.875,4,4,1.373133,1.192059,0.000641,0.000149,96,91,0,0,9,5,5,1,5,0,0,0,12,11,0,Normal
0.6575340000000001,tcp,-,FIN,10,6,534,268,22.812507999999998,254,252,5852.168945,2725.334229,2,1,72.954889,113.858203,0.08824,0.088517,53,45,0,0,4,2,2,1,4,0,0,0,2,5,0,Normal
0.793273,tcp,-,FIN,10,8,534,354,21.430201999999998,254,252,4850.789062,3126.28833,2,1,86.145667,102.804289,0.07364,0.03248,53,44,0,0,1,2,1,1,1,0,0,0,1,2,0,Normal
0.00093,udp,dns,CON,2,2,146,178,3225.80652,31,29,627957.0,765591.4375,0,0,0.011000000000000001,0.002,0.0,0.0,73,89,0,0,1,7,1,1,1,0,0,0,2,3,0,Normal
0.015847,tcp,-,FIN,46,48,2854,30622,5868.618902,31,29,1409478.25,15137251.0,7,17,0.344644,0.326979,0.000478,0.000122,62,638,0,0,4,4,1,1,2,0,0,0,6,7,0,Normal
1.081908,tcp,http,FIN,12,18,1580,10168,26.804498,31,29,10714.4043,71015.28125,3,5,98.322636,63.610471,0.000526,0.000136,132,565,1,3924,2,5,1,1,1,0,0,1,1,2,0,Normal
0.953534,tcp,-,FIN,14,10,774,556,24.120797,254,252,6032.296875,4203.311035,4,3,71.32445899999999,92.283781,0.122974,0.08295599999999999,55,56,0,0,3,1,1,1,3,0,0,0,1,3,0,Normal
0.061034000000000005,tcp,-,FIN,84,86,4862,79882,2768.948391,31,29,629812.875,10348854.0,7,36,0.731651,0.712282,0.00048600000000000005,0.00013700000000000002,58,929,0,0,7,3,1,1,1,0,0,0,4,3,0,Normal
4.601884,tcp,-,REQ,6,0,270,0,1.0865120000000001,254,0,391.144165,0.0,5,0,920.3768130000001,0.0,0.0,0.0,45,0,0,0,13,5,1,1,12,0,0,0,5,13,0,Normal
1.010786,tcp,http,FIN,14,18,1684,10168,30.6692,31,29,12378.48535,76012.125,3,5,77.726615,59.420353000000006,0.0006360000000000001,0.00014099999999999998,120,565,1,3924,1,1,1,1,1,0,0,1,2,1,0,Normal
0.012884999999999999,tcp,-,FIN,44,46,2766,24004,6907.256701,31,29,1678851.375,14580055.0,7,16,0.292023,0.274022,0.00055,0.000146,63,522,0,0,3,1,1,1,1,0,0,0,2,3,0,Normal
0.344558,tcp,-,FIN,10,6,2558,268,43.534034999999996,254,252,53471.40234,5200.866211,2,1,36.169000000000004,61.492602000000005,0.037089,0.064012,256,45,0,0,2,1,1,1,1,0,0,0,20,1,0,Normal
2.849709,tcp,ftp,FIN,50,50,2830,3400,34.740389,31,29,7787.461914,9353.9375,11,13,58.149774,58.145715,0.0005650000000000001,0.000138,57,68,0,0,1,5,1,1,2,1,1,0,3,1,0,Normal
0.018014,tcp,-,FIN,38,40,2438,20718,4274.45303,31,29,1054291.125,8971244.0,7,13,0.47662200000000005,0.44743599999999994,0.0005549999999999999,0.000126,64,518,0,0,7,1,1,1,1,0,0,0,5,5,0,Normal
0.567875,tcp,-,FIN,10,6,570,268,26.414262,254,252,7226.942383,3155.623779,2,1,50.243221999999996,93.858398,0.09858,0.03903,57,45,0,0,4,2,2,2,4,0,0,0,2,4,0,Normal
1.527125,tcp,-,FIN,10,8,534,354,11.132029,254,252,2519.767578,1623.966553,2,1,162.994444,212.934141,0.036577,0.067787,53,44,0,0,2,1,1,1,1,0,0,0,1,1,0,Normal
0.013113,tcp,-,FIN,44,46,2766,24004,6787.15756,31,29,1649660.625,14326546.0,7,16,0.297023,0.28588600000000003,0.000531,0.000133,63,522,0,0,7,1,1,1,1,0,0,0,6,5,0,Normal
0.28942199999999996,tcp,ftp-data,FIN,8,12,424,8824,65.648084,31,29,10254.92188,223590.4688,1,4,41.298858,26.269364000000003,0.00045700000000000005,0.00013700000000000002,53,735,0,0,4,7,1,1,3,0,0,0,4,6,0,Normal
1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,532,0,0,0,1,1,1,1,1,0,0,0,1,2,0,Normal
1.806966,tcp,http,FIN,10,10,860,1418,10.514863,62,252,3426.738525,5653.675781,2,2,200.774,188.669,0.10810499999999999,0.152141,86,142,1,245,1,1,1,1,1,0,0,1,1,1,0,Normal
0.35388800000000004,tcp,-,FIN,10,6,2516,268,42.386291,254,252,51202.64063,5063.749022999999,2,1,34.217110999999996,58.431602000000005,0.061721000000000005,0.040587,252,45,0,0,3,3,2,1,3,0,0,0,10,3,0,Normal
1.778933,tcp,-,FIN,52,40,37178,3276,51.154258,31,29,163981.4375,14368.16309,18,8,34.873548,45.600229999999996,0.0005200000000000001,0.000139,715,82,0,0,11,3,1,1,1,0,0,0,1,8,0,Normal
1.3794879999999998,tcp,http,FIN,10,10,820,1432,13.773226000000001,62,252,4279.848633,7475.237305,2,2,153.276444,145.42056200000002,0.056858000000000006,0.035288,82,143,1,271,2,1,1,1,1,0,0,1,1,1,0,Normal
0.155946,tcp,-,FIN,42,34,3022,17186,480.935704,31,29,151385.7344,855732.125,8,11,3.803561,4.701423999999999,0.000653,0.000182,72,505,0,0,2,1,1,1,1,0,0,0,2,6,0,Normal
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,52,0,0,0,7,2,2,1,6,0,0,0,2,7,0,Normal
1.220888,tcp,-,FIN,10,8,534,354,13.924291,254,252,3151.8041989999997,2031.30835,2,1,135.654222,156.830141,0.08591599999999999,0.115704,53,44,0,0,2,1,1,1,2,0,0,0,1,2,0,Normal
0.001004,udp,dns,CON,2,2,146,178,2988.047923,31,29,581673.3125,709163.375,0,0,0.006999999999999999,0.006999999999999999,0.0,0.0,73,89,0,0,1,2,1,1,1,0,0,0,2,2,0,Normal
0.594746,tcp,-,FIN,10,8,602,354,28.583631,254,252,7290.507323999999,4169.847168,2,1,66.082889,71.426,0.06588200000000001,0.027726999999999998,60,44,0,0,6,2,2,1,6,0,0,0,2,6,0,Normal
0.087994,tcp,-,FIN,60,62,3614,49342,1375.0937279999998,31,29,323112.9375,4413664.5,7,24,1.485475,1.433508,0.000539,0.000126,60,796,0,0,8,3,1,1,1,0,0,0,5,6,0,Normal
1.321353,tcp,ftp,FIN,14,12,798,682,18.920002,254,252,4486.310547,3790.054688,4,4,101.591308,111.869,0.090785,0.061696,57,57,0,0,1,1,1,1,1,1,1,0,1,1,0,Normal
