dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,hidden_label
1.042783,tcp,-,FIN,32,14,25644,728,43.153752,254,252,190589.9844,5186.12207,13,3,32.292001,76.741617,0.045134,0.084687,801,52,0,0,4,2,1,1,3,0,0,0,2,4,0,86b727d50b2c51eab1f86fdc6cb78c04
0.369883,tcp,-,FIN,10,6,486,268,40.553364,254,252,9473.265625,4844.775390999999,2,1,41.098111,55.674602,0.039569,0.03767,49,45,0,0,11,4,4,3,11,0,0,0,4,12,0,6fe46122165026b295d900ecd53ade79
2.457923,tcp,ftp,FIN,14,12,756,682,10.17119,254,252,2284.855957,2037.492676,4,4,186.972615,213.666906,0.107582,0.075459,54,57,0,0,2,1,1,1,3,0,0,0,1,2,0,e0e27408fc169e07b6ee87d88e362d9a
0.3761,tcp,-,CON,6,2,978,86,18.612071,62,252,17335.81445,914.65033,2,1,75.22,0.003,0.190454,0.102729,163,43,0,0,10,3,3,1,8,0,0,0,4,8,0,129f27e7830d77251060edfde6154c43
0.017541,tcp,-,FIN,46,48,2854,30622,5301.864017,31,29,1273359.5,13675389.0,7,17,0.382378,0.357809,0.000719,0.000849,62,638,0,0,2,2,1,1,1,0,0,0,2,5,0,e21c63d9e861e834e7e25167e0cb3a0d
0.037906,tcp,-,FIN,84,86,4862,77276,4458.397261,31,29,1014087.5,16119454.0,7,36,0.458366,0.4395060000000001,0.000544,0.000138,58,899,0,0,10,5,1,1,1,0,0,0,4,16,0,30733d1756dd0942701a03ae32cebdc9
0.992744,tcp,-,FIN,10,6,534,268,15.109635,254,252,3876.125,1805.097778,2,1,110.209778,178.928203,0.098094,0.141973,53,45,0,0,2,2,1,1,2,0,0,0,1,3,0,3471426bea4f54284c4dc70d7976a05f
0.001805,udp,-,CON,4,4,512,304,3878.116328,31,29,1701939.0,1010526.313,0,0,0.451667,0.239667,0.0,0.0,128,76,0,0,5,5,1,1,3,0,0,0,3,6,0,2dfe7dc3472235e5a92912635eb9bcee
1.006691,tcp,http,FIN,14,18,1684,10168,30.793958,31,29,12428.83887,76321.33594,3,5,77.410844,59.184353,0.000553,0.000157,120,565,1,3924,2,3,1,1,1,0,0,1,1,1,0,02765aca5ba39a983a5320c90b2a5a08
0.47612,tcp,smtp,FIN,52,42,37232,3380,195.328911,31,29,613559.625,55448.20703,18,8,9.328784,11.595609,0.0006900000000000001,9.6e-05,716,80,0,0,1,2,1,1,1,0,0,0,2,1,0,cce404d32f13740b675c578b389ae438
1.349094,tcp,-,FIN,16,12,1058,642,20.013431,254,252,5882.466309,3492.714355,5,3,88.805932,113.500547,0.100587,0.097885,66,54,0,0,4,1,1,1,3,0,0,0,1,3,0,53478e3b164ef9c2a51eba7d3fe205fc
0.5651970000000001,tcp,-,FIN,10,8,534,354,30.078009,254,252,6808.245605,4387.850586,2,1,59.7,70.28943000000001,0.07316399999999999,0.06362999999999999,53,44,0,0,10,3,3,1,9,0,0,0,3,9,0,45583f883aae569034aac3ba58a0f621
1.226746,tcp,-,FIN,10,8,2516,354,13.8578,254,252,14770.78418,2021.608398,2,1,136.199556,164.00799999999995,0.078685,0.064469,252,44,0,0,10,1,1,1,3,0,0,0,4,3,0,9f91d4b9b04854477f1dc0924f5d43a4
3.116492,tcp,-,FIN,34,10,35262,440,13.797565,254,252,87855.1875,1016.527527,14,1,90.723754,332.556875,0.123471,0.081888,1037,44,0,0,5,1,1,1,2,0,0,0,2,2,0,c27fc2987ea0fa8bcc6dbd720907dedd
1.876368,tcp,-,CON,6,2,998,86,3.730611,62,252,3547.278564,183.332901,2,1,375.2736,0.009000000000000001,0.630764,0.478467,166,43,0,0,1,1,1,1,1,0,0,0,1,1,0,a01737fc9e487803232506eca3c52f5d
0.534676,tcp,smtp,FIN,52,38,37518,3172,166.455942,31,29,550568.9375,46218.64453,18,8,10.477039,14.436216,0.000532,0.000144,722,83,0,0,1,6,1,1,1,0,0,0,2,1,0,ffc9ed1f3c318704a1b2bc7eb04f9c5e
0.0011,udp,dns,CON,2,2,146,178,2727.272742,31,29,530909.125,647272.75,0,0,0.01,0.005,0.0,0.0,73,89,0,0,2,1,2,1,1,0,0,0,4,2,0,0877a5f7fd824cdc7c78433fac8b1b50
0.004215999999999999,tcp,http,FIN,8,10,1040,824,4032.258091,31,29,1726755.25,1407969.625,2,2,0.548714,0.405222,0.0005650000000000001,0.000172,130,82,1,83,2,7,1,1,1,0,0,1,8,5,0,23ca362ae8b3417b42248e11bda9bf31
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,52,0,0,0,6,2,1,1,6,0,0,0,1,14,0,ed718d498417de86a9c4b0598c9513da
0.046238,tcp,ftp-data,FIN,6,8,320,1930,281.15402,31,29,46195.76953,292227.1563,1,2,9.1742,6.533571,0.0004980000000000001,0.000146,53,241,0,0,3,7,1,1,3,0,0,0,3,3,0,ee6e292fab1d1f2caff06d3f20fe52ed
7.000000000000002e-06,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,52,0,0,0,4,2,2,2,2,0,0,0,2,3,0,0cef94b785192f07c6eab87d91b64192
0.004043,tcp,http,FIN,8,10,1040,824,4204.798605,31,29,1800643.125,1468216.75,2,2,0.528143,0.394667,0.000487,0.000131,130,82,1,83,2,1,1,1,1,0,0,1,10,2,0,8163ac5a4215c3de12d20f9eb3aa635e
0.5836399999999999,tcp,http,FIN,10,8,804,1348,29.127545,62,252,9923.925781,16174.35449,2,2,64.848889,78.04171099999998,0.036634,0.08917,80,169,1,271,3,1,1,1,3,0,0,1,2,3,0,cb4713fa5e18ebbba858361892320825
